codigo;nombre;referencia;categoria;subcategoria;ubicacion;stock;stock_min;unidad;proveedor;coste_unitario;notas;__source;qr_id;qr_url;etiqueta_pdf;actualizado
TTM20x95;Tornillo Torx M20x95mm;TTM20x95;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM20x95;#inventario?qr=TTM20x95;;2025-10-08T06:06:24Z
TTM22x100;Tornillo Torx M22x100mm;TTM22x100;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x100;#inventario?qr=TTM22x100;;2025-10-08T06:06:24Z
TTM22x10;Tornillo Torx M22x10mm;TTM22x10;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x10;#inventario?qr=TTM22x10;;2025-10-08T06:06:24Z
TTM22x110;Tornillo Torx M22x110mm;TTM22x110;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x110;#inventario?qr=TTM22x110;;2025-10-08T06:06:24Z
TTM22x120;Tornillo Torx M22x120mm;TTM22x120;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x120;#inventario?qr=TTM22x120;;2025-10-08T06:06:24Z
TTM22x130;Tornillo Torx M22x130mm;TTM22x130;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x130;#inventario?qr=TTM22x130;;2025-10-08T06:06:24Z
TTM22x140;Tornillo Torx M22x140mm;TTM22x140;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x140;#inventario?qr=TTM22x140;;2025-10-08T06:06:24Z
TTM22x150;Tornillo Torx M22x150mm;TTM22x150;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x150;#inventario?qr=TTM22x150;;2025-10-08T06:06:24Z
TTM22x15;Tornillo Torx M22x15mm;TTM22x15;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x15;#inventario?qr=TTM22x15;;2025-10-08T06:06:24Z
TTM22x160;Tornillo Torx M22x160mm;TTM22x160;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x160;#inventario?qr=TTM22x160;;2025-10-08T06:06:24Z
TTM22x20;Tornillo Torx M22x20mm;TTM22x20;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x20;#inventario?qr=TTM22x20;;2025-10-08T06:06:24Z
TTM22x25;Tornillo Torx M22x25mm;TTM22x25;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x25;#inventario?qr=TTM22x25;;2025-10-08T06:06:24Z
TTM22x30;Tornillo Torx M22x30mm;TTM22x30;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x30;#inventario?qr=TTM22x30;;2025-10-08T06:06:24Z
TTM22x35;Tornillo Torx M22x35mm;TTM22x35;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x35;#inventario?qr=TTM22x35;;2025-10-08T06:06:24Z
TTM22x40;Tornillo Torx M22x40mm;TTM22x40;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x40;#inventario?qr=TTM22x40;;2025-10-08T06:06:24Z
TTM22x45;Tornillo Torx M22x45mm;TTM22x45;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x45;#inventario?qr=TTM22x45;;2025-10-08T06:06:24Z
TTM22x50;Tornillo Torx M22x50mm;TTM22x50;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x50;#inventario?qr=TTM22x50;;2025-10-08T06:06:24Z
TTM22x55;Tornillo Torx M22x55mm;TTM22x55;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x55;#inventario?qr=TTM22x55;;2025-10-08T06:06:24Z
TTM22x60;Tornillo Torx M22x60mm;TTM22x60;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x60;#inventario?qr=TTM22x60;;2025-10-08T06:06:24Z
TTM22x65;Tornillo Torx M22x65mm;TTM22x65;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x65;#inventario?qr=TTM22x65;;2025-10-08T06:06:24Z
TTM22x70;Tornillo Torx M22x70mm;TTM22x70;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x70;#inventario?qr=TTM22x70;;2025-10-08T06:06:24Z
TTM22x75;Tornillo Torx M22x75mm;TTM22x75;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x75;#inventario?qr=TTM22x75;;2025-10-08T06:06:24Z
TTM22x80;Tornillo Torx M22x80mm;TTM22x80;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x80;#inventario?qr=TTM22x80;;2025-10-08T06:06:24Z
TTM22x85;Tornillo Torx M22x85mm;TTM22x85;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x85;#inventario?qr=TTM22x85;;2025-10-08T06:06:24Z
TTM22x90;Tornillo Torx M22x90mm;TTM22x90;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x90;#inventario?qr=TTM22x90;;2025-10-08T06:06:24Z
TTM22x95;Tornillo Torx M22x95mm;TTM22x95;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM22x95;#inventario?qr=TTM22x95;;2025-10-08T06:06:24Z
TTM24x100;Tornillo Torx M24x100mm;TTM24x100;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x100;#inventario?qr=TTM24x100;;2025-10-08T06:06:24Z
TTM24x10;Tornillo Torx M24x10mm;TTM24x10;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x10;#inventario?qr=TTM24x10;;2025-10-08T06:06:24Z
TTM24x110;Tornillo Torx M24x110mm;TTM24x110;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x110;#inventario?qr=TTM24x110;;2025-10-08T06:06:24Z
TTM24x120;Tornillo Torx M24x120mm;TTM24x120;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x120;#inventario?qr=TTM24x120;;2025-10-08T06:06:24Z
TTM24x130;Tornillo Torx M24x130mm;TTM24x130;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x130;#inventario?qr=TTM24x130;;2025-10-08T06:06:24Z
TTM24x140;Tornillo Torx M24x140mm;TTM24x140;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x140;#inventario?qr=TTM24x140;;2025-10-08T06:06:24Z
TTM24x150;Tornillo Torx M24x150mm;TTM24x150;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x150;#inventario?qr=TTM24x150;;2025-10-08T06:06:24Z
TTM24x15;Tornillo Torx M24x15mm;TTM24x15;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x15;#inventario?qr=TTM24x15;;2025-10-08T06:06:24Z
TTM24x160;Tornillo Torx M24x160mm;TTM24x160;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x160;#inventario?qr=TTM24x160;;2025-10-08T06:06:24Z
TTM24x20;Tornillo Torx M24x20mm;TTM24x20;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x20;#inventario?qr=TTM24x20;;2025-10-08T06:06:24Z
TTM24x25;Tornillo Torx M24x25mm;TTM24x25;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x25;#inventario?qr=TTM24x25;;2025-10-08T06:06:24Z
TTM24x30;Tornillo Torx M24x30mm;TTM24x30;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x30;#inventario?qr=TTM24x30;;2025-10-08T06:06:24Z
TTM24x35;Tornillo Torx M24x35mm;TTM24x35;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x35;#inventario?qr=TTM24x35;;2025-10-08T06:06:24Z
TTM24x40;Tornillo Torx M24x40mm;TTM24x40;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x40;#inventario?qr=TTM24x40;;2025-10-08T06:06:24Z
TTM24x45;Tornillo Torx M24x45mm;TTM24x45;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x45;#inventario?qr=TTM24x45;;2025-10-08T06:06:24Z
TTM24x50;Tornillo Torx M24x50mm;TTM24x50;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x50;#inventario?qr=TTM24x50;;2025-10-08T06:06:24Z
TTM24x55;Tornillo Torx M24x55mm;TTM24x55;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x55;#inventario?qr=TTM24x55;;2025-10-08T06:06:24Z
TTM24x60;Tornillo Torx M24x60mm;TTM24x60;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x60;#inventario?qr=TTM24x60;;2025-10-08T06:06:24Z
TTM24x65;Tornillo Torx M24x65mm;TTM24x65;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x65;#inventario?qr=TTM24x65;;2025-10-08T06:06:24Z
TTM24x70;Tornillo Torx M24x70mm;TTM24x70;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x70;#inventario?qr=TTM24x70;;2025-10-08T06:06:24Z
TTM24x75;Tornillo Torx M24x75mm;TTM24x75;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x75;#inventario?qr=TTM24x75;;2025-10-08T06:06:24Z
TTM24x80;Tornillo Torx M24x80mm;TTM24x80;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x80;#inventario?qr=TTM24x80;;2025-10-08T06:06:24Z
TTM24x85;Tornillo Torx M24x85mm;TTM24x85;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x85;#inventario?qr=TTM24x85;;2025-10-08T06:06:24Z
TTM24x90;Tornillo Torx M24x90mm;TTM24x90;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x90;#inventario?qr=TTM24x90;;2025-10-08T06:06:24Z
TTM24x95;Tornillo Torx M24x95mm;TTM24x95;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM24x95;#inventario?qr=TTM24x95;;2025-10-08T06:06:24Z
TTM4x100;Tornillo Torx M4x100mm;TTM4x100;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x100;#inventario?qr=TTM4x100;;2025-10-08T06:06:24Z
TTM4x10;Tornillo Torx M4x10mm;TTM4x10;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x10;#inventario?qr=TTM4x10;;2025-10-08T06:06:24Z
TTM4x110;Tornillo Torx M4x110mm;TTM4x110;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x110;#inventario?qr=TTM4x110;;2025-10-08T06:06:24Z
TTM4x120;Tornillo Torx M4x120mm;TTM4x120;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x120;#inventario?qr=TTM4x120;;2025-10-08T06:06:24Z
TTM4x130;Tornillo Torx M4x130mm;TTM4x130;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x130;#inventario?qr=TTM4x130;;2025-10-08T06:06:24Z
TTM4x140;Tornillo Torx M4x140mm;TTM4x140;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x140;#inventario?qr=TTM4x140;;2025-10-08T06:06:24Z
TTM4x150;Tornillo Torx M4x150mm;TTM4x150;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x150;#inventario?qr=TTM4x150;;2025-10-08T06:06:24Z
TTM4x15;Tornillo Torx M4x15mm;TTM4x15;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x15;#inventario?qr=TTM4x15;;2025-10-08T06:06:24Z
TTM4x160;Tornillo Torx M4x160mm;TTM4x160;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x160;#inventario?qr=TTM4x160;;2025-10-08T06:06:24Z
TTM4x20;Tornillo Torx M4x20mm;TTM4x20;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x20;#inventario?qr=TTM4x20;;2025-10-08T06:06:24Z
TTM4x25;Tornillo Torx M4x25mm;TTM4x25;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x25;#inventario?qr=TTM4x25;;2025-10-08T06:06:24Z
TTM4x30;Tornillo Torx M4x30mm;TTM4x30;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x30;#inventario?qr=TTM4x30;;2025-10-08T06:06:24Z
TTM4x35;Tornillo Torx M4x35mm;TTM4x35;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x35;#inventario?qr=TTM4x35;;2025-10-08T06:06:24Z
TTM4x40;Tornillo Torx M4x40mm;TTM4x40;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x40;#inventario?qr=TTM4x40;;2025-10-08T06:06:24Z
TTM4x45;Tornillo Torx M4x45mm;TTM4x45;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x45;#inventario?qr=TTM4x45;;2025-10-08T06:06:24Z
TTM4x50;Tornillo Torx M4x50mm;TTM4x50;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x50;#inventario?qr=TTM4x50;;2025-10-08T06:06:24Z
TTM4x55;Tornillo Torx M4x55mm;TTM4x55;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x55;#inventario?qr=TTM4x55;;2025-10-08T06:06:24Z
TTM4x60;Tornillo Torx M4x60mm;TTM4x60;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x60;#inventario?qr=TTM4x60;;2025-10-08T06:06:24Z
TTM4x65;Tornillo Torx M4x65mm;TTM4x65;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x65;#inventario?qr=TTM4x65;;2025-10-08T06:06:24Z
TTM4x70;Tornillo Torx M4x70mm;TTM4x70;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x70;#inventario?qr=TTM4x70;;2025-10-08T06:06:24Z
TTM4x75;Tornillo Torx M4x75mm;TTM4x75;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x75;#inventario?qr=TTM4x75;;2025-10-08T06:06:24Z
TTM4x80;Tornillo Torx M4x80mm;TTM4x80;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x80;#inventario?qr=TTM4x80;;2025-10-08T06:06:24Z
TTM4x85;Tornillo Torx M4x85mm;TTM4x85;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x85;#inventario?qr=TTM4x85;;2025-10-08T06:06:24Z
TTM4x90;Tornillo Torx M4x90mm;TTM4x90;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x90;#inventario?qr=TTM4x90;;2025-10-08T06:06:24Z
TTM4x95;Tornillo Torx M4x95mm;TTM4x95;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM4x95;#inventario?qr=TTM4x95;;2025-10-08T06:06:24Z
TTM5x100;Tornillo Torx M5x100mm;TTM5x100;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x100;#inventario?qr=TTM5x100;;2025-10-08T06:06:24Z
TTM5x10;Tornillo Torx M5x10mm;TTM5x10;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x10;#inventario?qr=TTM5x10;;2025-10-08T06:06:24Z
TTM5x110;Tornillo Torx M5x110mm;TTM5x110;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x110;#inventario?qr=TTM5x110;;2025-10-08T06:06:24Z
TTM5x120;Tornillo Torx M5x120mm;TTM5x120;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x120;#inventario?qr=TTM5x120;;2025-10-08T06:06:24Z
TTM5x130;Tornillo Torx M5x130mm;TTM5x130;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x130;#inventario?qr=TTM5x130;;2025-10-08T06:06:24Z
TTM5x140;Tornillo Torx M5x140mm;TTM5x140;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x140;#inventario?qr=TTM5x140;;2025-10-08T06:06:24Z
TTM5x150;Tornillo Torx M5x150mm;TTM5x150;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x150;#inventario?qr=TTM5x150;;2025-10-08T06:06:24Z
TTM5x15;Tornillo Torx M5x15mm;TTM5x15;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x15;#inventario?qr=TTM5x15;;2025-10-08T06:06:24Z
TTM5x160;Tornillo Torx M5x160mm;TTM5x160;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x160;#inventario?qr=TTM5x160;;2025-10-08T06:06:24Z
TTM5x20;Tornillo Torx M5x20mm;TTM5x20;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x20;#inventario?qr=TTM5x20;;2025-10-08T06:06:24Z
TTM5x25;Tornillo Torx M5x25mm;TTM5x25;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x25;#inventario?qr=TTM5x25;;2025-10-08T06:06:24Z
TTM5x30;Tornillo Torx M5x30mm;TTM5x30;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x30;#inventario?qr=TTM5x30;;2025-10-08T06:06:24Z
TTM5x35;Tornillo Torx M5x35mm;TTM5x35;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x35;#inventario?qr=TTM5x35;;2025-10-08T06:06:24Z
TTM5x40;Tornillo Torx M5x40mm;TTM5x40;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x40;#inventario?qr=TTM5x40;;2025-10-08T06:06:24Z
TTM5x45;Tornillo Torx M5x45mm;TTM5x45;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x45;#inventario?qr=TTM5x45;;2025-10-08T06:06:24Z
TTM5x50;Tornillo Torx M5x50mm;TTM5x50;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x50;#inventario?qr=TTM5x50;;2025-10-08T06:06:24Z
TTM5x55;Tornillo Torx M5x55mm;TTM5x55;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x55;#inventario?qr=TTM5x55;;2025-10-08T06:06:24Z
TTM5x60;Tornillo Torx M5x60mm;TTM5x60;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x60;#inventario?qr=TTM5x60;;2025-10-08T06:06:24Z
TTM5x65;Tornillo Torx M5x65mm;TTM5x65;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x65;#inventario?qr=TTM5x65;;2025-10-08T06:06:24Z
TTM5x70;Tornillo Torx M5x70mm;TTM5x70;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x70;#inventario?qr=TTM5x70;;2025-10-08T06:06:24Z
TTM5x75;Tornillo Torx M5x75mm;TTM5x75;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x75;#inventario?qr=TTM5x75;;2025-10-08T06:06:24Z
TTM5x80;Tornillo Torx M5x80mm;TTM5x80;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x80;#inventario?qr=TTM5x80;;2025-10-08T06:06:24Z
TTM5x85;Tornillo Torx M5x85mm;TTM5x85;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x85;#inventario?qr=TTM5x85;;2025-10-08T06:06:24Z
TTM5x90;Tornillo Torx M5x90mm;TTM5x90;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x90;#inventario?qr=TTM5x90;;2025-10-08T06:06:24Z
TTM5x95;Tornillo Torx M5x95mm;TTM5x95;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM5x95;#inventario?qr=TTM5x95;;2025-10-08T06:06:24Z
TTM6x100;Tornillo Torx M6x100mm;TTM6x100;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x100;#inventario?qr=TTM6x100;;2025-10-08T06:06:24Z
TTM6x10;Tornillo Torx M6x10mm;TTM6x10;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x10;#inventario?qr=TTM6x10;;2025-10-08T06:06:24Z
TTM6x110;Tornillo Torx M6x110mm;TTM6x110;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x110;#inventario?qr=TTM6x110;;2025-10-08T06:06:24Z
TTM6x120;Tornillo Torx M6x120mm;TTM6x120;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x120;#inventario?qr=TTM6x120;;2025-10-08T06:06:24Z
TTM6x130;Tornillo Torx M6x130mm;TTM6x130;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x130;#inventario?qr=TTM6x130;;2025-10-08T06:06:24Z
TTM6x140;Tornillo Torx M6x140mm;TTM6x140;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x140;#inventario?qr=TTM6x140;;2025-10-08T06:06:24Z
TTM6x150;Tornillo Torx M6x150mm;TTM6x150;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x150;#inventario?qr=TTM6x150;;2025-10-08T06:06:24Z
TTM6x15;Tornillo Torx M6x15mm;TTM6x15;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x15;#inventario?qr=TTM6x15;;2025-10-08T06:06:24Z
TTM6x160;Tornillo Torx M6x160mm;TTM6x160;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x160;#inventario?qr=TTM6x160;;2025-10-08T06:06:24Z
TTM6x20;Tornillo Torx M6x20mm;TTM6x20;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x20;#inventario?qr=TTM6x20;;2025-10-08T06:06:24Z
TTM6x25;Tornillo Torx M6x25mm;TTM6x25;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x25;#inventario?qr=TTM6x25;;2025-10-08T06:06:24Z
TTM6x30;Tornillo Torx M6x30mm;TTM6x30;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x30;#inventario?qr=TTM6x30;;2025-10-08T06:06:24Z
TTM6x35;Tornillo Torx M6x35mm;TTM6x35;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x35;#inventario?qr=TTM6x35;;2025-10-08T06:06:24Z
TTM6x40;Tornillo Torx M6x40mm;TTM6x40;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x40;#inventario?qr=TTM6x40;;2025-10-08T06:06:24Z
TTM6x45;Tornillo Torx M6x45mm;TTM6x45;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x45;#inventario?qr=TTM6x45;;2025-10-08T06:06:24Z
TTM6x50;Tornillo Torx M6x50mm;TTM6x50;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x50;#inventario?qr=TTM6x50;;2025-10-08T06:06:24Z
TTM6x55;Tornillo Torx M6x55mm;TTM6x55;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x55;#inventario?qr=TTM6x55;;2025-10-08T06:06:24Z
TTM6x60;Tornillo Torx M6x60mm;TTM6x60;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x60;#inventario?qr=TTM6x60;;2025-10-08T06:06:24Z
TTM6x65;Tornillo Torx M6x65mm;TTM6x65;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x65;#inventario?qr=TTM6x65;;2025-10-08T06:06:24Z
TTM6x70;Tornillo Torx M6x70mm;TTM6x70;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x70;#inventario?qr=TTM6x70;;2025-10-08T06:06:24Z
TTM6x75;Tornillo Torx M6x75mm;TTM6x75;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x75;#inventario?qr=TTM6x75;;2025-10-08T06:06:24Z
TTM6x80;Tornillo Torx M6x80mm;TTM6x80;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x80;#inventario?qr=TTM6x80;;2025-10-08T06:06:24Z
TTM6x85;Tornillo Torx M6x85mm;TTM6x85;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x85;#inventario?qr=TTM6x85;;2025-10-08T06:06:24Z
TTM6x90;Tornillo Torx M6x90mm;TTM6x90;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x90;#inventario?qr=TTM6x90;;2025-10-08T06:06:24Z
TTM6x95;Tornillo Torx M6x95mm;TTM6x95;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM6x95;#inventario?qr=TTM6x95;;2025-10-08T06:06:24Z
TTM8x100;Tornillo Torx M8x100mm;TTM8x100;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM8x100;#inventario?qr=TTM8x100;;2025-10-08T06:06:24Z
TTM8x10;Tornillo Torx M8x10mm;TTM8x10;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM8x10;#inventario?qr=TTM8x10;;2025-10-08T06:06:24Z
TTM8x110;Tornillo Torx M8x110mm;TTM8x110;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM8x110;#inventario?qr=TTM8x110;;2025-10-08T06:06:24Z
TTM8x120;Tornillo Torx M8x120mm;TTM8x120;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM8x120;#inventario?qr=TTM8x120;;2025-10-08T06:06:24Z
TTM8x130;Tornillo Torx M8x130mm;TTM8x130;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TTM8x130;#inventario?qr=TTM8x130;;2025-10-08T06:06:24Z
